movie_id,movie_title,release_date,release_year,budget,revenue,profit,popularity
1951,Manderlay,2005-05-16,2005,14200000,674918,-13525082,4.568999
1954,The Butterfly Effect,2004-01-22,2004,13000000,96060858,83060858,12.994939
1955,The Elephant Man,1980-10-02,1980,5000000,26010864,21010864,8.405672
1956,Gerry,2002-01-12,2002,3500000,0,-3500000,3.337747
1957,Enough,2002-05-24,2002,38000000,51801187,13801187,6.681287
1958,8 Women,2002-01-08,2002,8000000,0,-8000000,5.717082
1959,Swept from the Sea,1998-01-23,1998,0,0,0,9.688237
1961,My Name Is Bruce,2007-10-01,2007,1500000,173066,-1326934,8.708789
1963,The Bow,2005-05-12,2005,10,0,-10,2.717261
1964,A Friend of Mine,2006-10-05,2006,0,0,0,1.813452
1965,A Perfect Murder,1998-06-05,1998,60000000,128038368,68038368,9.430812
1966,Alexander,2004-11-21,2004,155000000,167298192,12298192,13.498641
1967,Ask the Dust,2006-02-02,2006,0,0,0,4.049118
1968,Fools Rush In,1997-02-14,1997,0,29481428,29481428,6.285574
1969,Bandidas,2006-01-18,2006,35000000,10496317,-24503683,19.294832
1970,The Grudge,2004-10-22,2004,10000000,183474602,173474602,9.740827
1975,The Grudge 2,2006-10-13,2006,20000000,39143839,19143839,6.768804
1976,Jezebel,1938-03-19,1938,1250000,0,-1250000,11.277226
1977,The Grudge 3,2009-05-12,2009,5000000,38610009,33610009,10.510468
1978,Stage Fright,1950-02-23,1950,0,0,0,4.329397
1979,Fantastic 4: Rise of the Silver Surfer,2007-06-13,2007,130000000,289047763,159047763,12.924254
1984,1984,1956-03-06,1956,0,0,0,6.113449
1985,The Constant Gardener,2005-08-31,2005,25000000,82466670,57466670,11.556484
1986,Live and Become,2005-03-30,2005,0,0,0,2.749427
1987,Benny's Video,1993-04-14,1993,0,0,0,5.865702
1988,A Mighty Heart,2007-01-01,2007,16000000,18928871,2928871,16.770196
1989,My Blueberry Nights,2007-05-16,2007,10000000,21786738,11786738,11.119593
1990,Paranoid Park,2007-05-21,2007,0,486021,486021,6.198003
1991,Death Proof,2007-05-21,2007,25000000,25037897,37897,13.412137
1992,Planet Terror,2007-04-06,2007,0,0,0,10.370384
1993,Golden Door,2006-09-22,2006,0,0,0,1.717836
1994,The Most Dangerous Game,1932-09-16,1932,200000,0,-200000,3.295206
1995,Lara Croft: Tomb Raider,2001-06-11,2001,115000000,274703340,159703340,15.851722
1996,Lara Croft Tomb Raider: The Cradle of Life,2003-07-21,2003,95000000,156505388,61505388,13.076349
1997,Two Brothers,2004-04-07,2004,74500000,62172050,-12327950,5.300303
1998,Holy Lola,2004-10-16,2004,0,0,0,0.605332
1999,In the Bedroom,2001-11-23,2001,1700000,0,-1700000,9.698269
2000,Aguirre: The Wrath of God,1972-12-29,1972,92000,0,-92000,10.996826
2001,We Own the Night,2007-05-25,2007,21000000,54926886,33926886,7.572144
2002,The Last Mistress,2007-05-30,2007,6500000,0,-6500000,3.200289
2003,Anatomy of Hell,2004-01-28,2004,0,0,0,4.579395
2004,Kebab Connection,2004-04-21,2004,0,0,0,6.624603
2005,Sister Act,1992-05-28,1992,31000000,231605150,200605150,18.83065
2006,"Bell, Book and Candle",1958-12-25,1958,0,0,0,6.441891
2007,Lorenzo's Oil,1992-12-30,1992,0,7286388,7286388,9.968395
2008,The Promise,2005-12-15,2005,0,0,0,2.447818
2009,"4 Months, 3 Weeks and 2 Days",2007-08-24,2007,852510,1185783,333273,9.990406
2010,The Mourning Forest,2007-05-24,2007,0,0,0,1.594746
2011,Persepolis,2007-05-23,2007,7300000,0,-7300000,9.537501
2012,Silent Light,2007-10-02,2007,0,0,0,1.933187
2013,The Diving Bell and the Butterfly,2007-05-22,2007,14000000,19777647,5777647,11.090265
2014,The Edge of Heaven,2007-09-27,2007,3800000,17804565,14004565,10.083019
2015,Secret Sunshine,2007-05-23,2007,0,0,0,2.899364
2016,Days of Glory,2006-05-25,2006,14500000,22963701,8463701,10.021547
2017,No Good Deed,2002-06-28,2002,12000000,0,-12000000,4.165629
2018,The Wedding Planner,2001-01-26,2001,35000000,94728529,59728529,8.056016
2019,Hard Target,1993-08-20,1993,18000000,74189677,56189677,7.834351
2020,The Bachelor,1999-11-05,1999,51000000,36911617,-14088383,5.061725
2021,Jack & Sarah,1995-06-02,1995,0,218626,218626,1.523446
2022,Mr. Deeds,2002-06-28,2002,50000000,171269535,121269535,6.674356
2023,Hidalgo,2004-03-05,2004,100000000,108103450,8103450,8.140709
2024,The Patriot,2000-06-28,2000,110000000,215294342,105294342,15.960788
2026,Hostage,2005-03-10,2005,52000000,77944725,25944725,9.686638
2028,Say Anything...,1989-04-14,1989,0,20036737,20036737,6.953646
2029,Tanguy,2001-11-21,2001,0,0,0,3.36053
2033,Infinity,1996-10-04,1996,0,0,0,1.226688
2034,Training Day,2001-10-05,2001,45000000,104876233,59876233,13.664622
2038,Iron Eagle III,1992-01-09,1992,0,0,0,8.48487
2039,Moonstruck,1987-12-18,1987,0,80640528,80640528,12.877291
2042,Savior,1998-11-20,1998,10000000,0,-10000000,3.699017
2043,Along Came a Spider,2001-04-06,2001,60000000,105178561,45178561,13.214068
2044,The Lake House,2006-06-16,2006,40000000,114830111,74830111,12.589019
2045,Unforgettable,1996-02-23,1996,18000000,0,-18000000,2.464425
2046,The Gift,2000-12-22,2000,10000000,12008642,2008642,7.886926
2047,The Real McCoy,1993-09-10,1993,0,0,0,3.790875
2048,"I, Robot",2004-07-15,2004,120000000,347234916,227234916,14.43075
2049,How to Cook Your Life,2007-05-10,2007,0,0,0,0.091729
2054,Mr. Holland's Opus,1995-12-29,1995,0,106269971,106269971,7.137117
2055,Open Range,2003-08-29,2003,22000000,68296293,46296293,16.532577
2056,The Station Agent,2003-01-26,2003,500000,8679814,8179814,5.85469
2057,Original Sin,2001-08-03,2001,42000000,35402320,-6597680,9.970359
2058,Addicted to Love,1997-05-23,1997,0,34673095,34673095,8.085194
2059,National Treasure,2004-11-19,2004,100000000,347451894,247451894,18.932203
2061,Pusher,1996-08-30,1996,0,0,0,6.160414
2062,Ratatouille,2007-06-22,2007,150000000,623722818,473722818,20.50803
2064,While You Were Sleeping,1995-04-21,1995,17000000,182057016,165057016,15.783615
2067,Mission to Mars,2000-03-10,2000,90000000,60874615,-29125385,9.021107
2069,The Whole Nine Yards,2000-02-18,2000,41300000,106371651,65071651,12.061521
2071,Shattered,1991-10-11,1991,22000000,11511031,-10488969,6.851939
2072,Cyberjack,1995-09-19,1995,2000000,0,-2000000,0.152374
2074,Flirting with Disaster,1996-03-22,1996,7000000,14702438,7702438,5.579088
2075,Prizzi's Honor,1985-06-14,1985,0,26657534,26657534,7.506871
2077,The Rink,1916-12-04,1916,0,0,0,1.817301
2078,The Pawnshop,1916-10-02,1916,0,0,0,1.745805
2079,The Count,1916-09-04,1916,0,0,0,2.389584
2080,X-Men Origins: Wolverine,2009-04-28,2009,150000000,373062864,223062864,1.456541
2082,Halloween,2007-08-31,2007,15000000,80253908,65253908,11.607678
2084,Birthday Girl,2001-09-06,2001,13000000,0,-13000000,6.271279
2085,Romeo Must Die,2000-03-20,2000,25000000,91036760,66036760,8.369176
2086,Nick of Time,1995-11-22,1995,8169363,8175346,5983,6.848591
2087,The Getaway,1994-02-11,1994,0,30,30,14.214403
2088,Romeo Is Bleeding,1993-09-13,1993,11500000,3275585,-8224415,9.796318
2089,Cutaway,2000-08-26,2000,9,0,-9,5.206363
2091,The Badge,2002-09-07,2002,6000000,0,-6000000,5.577591
2093,Amsterdamned,1988-02-11,1988,0,0,0,1.965789
2094,Roustabout,1964-11-11,1964,0,3000000,3000000,1.049308
2095,Desert Saints,2002-03-10,2002,0,0,0,4.464532
2097,"Gappa, the Triphibian Monster",1967-04-01,1967,0,0,0,1.885219
2098,Viva Las Vegas,1964-05-20,1964,0,0,0,6.363489
2099,Raw Deal,1986-06-06,1986,8500000,16209459,7709459,9.292099
2100,The Last Castle,2001-10-19,2001,72000000,27642707,-44357293,9.807552
2102,Solar Crisis,1990-07-14,1990,55000000,0,-55000000,0.653162
2103,Solaris,2002-11-27,2002,47000000,30002758,-16997242,10.642824
2104,Requiem,2001-12-28,2001,0,60700,60700,1.286005
2105,American Pie,1999-07-09,1999,11000000,235483004,224483004,18.344227
2107,L.A. Story,1991-02-08,1991,0,0,0,7.775188
2108,The Breakfast Club,1985-02-15,1985,1000000,51525171,50525171,12.627678
2109,Rush Hour,1998-09-18,1998,33000000,244386864,211386864,11.840557
2110,Wasabi,2001-10-31,2001,15300000,0,-15300000,12.426505
2111,Balzac and the Little Chinese Seamstress,2002-10-09,2002,0,0,0,1.084138
2112,Payback,1999-02-05,1999,90000000,161626121,71626121,9.112008
2114,Final Fantasy: The Spirits Within,2001-07-02,2001,137000000,85131830,-51868170,10.223851
2115,Light of Day,1987-02-06,1987,0,0,0,1.745096
2116,Out of Time,2003-10-03,2003,50000000,55495563,5495563,10.738888
2117,Sophie Scholl: The Final Days,2005-02-13,2005,0,0,0,4.972236
2118,L.A. Confidential,1997-09-19,1997,35000000,126216940,91216940,10.989442
2119,Days of Thunder,1990-06-27,1990,60000000,157920733,97920733,7.046753
2122,The Whole Ten Yards,2004-04-07,2004,40000000,26155781,-13844219,7.15606
2123,"Me, Myself & Irene",2000-06-22,2000,51000000,149270999,98270999,9.95456
2124,Color of Night,1994-08-19,1994,40000000,19726050,-20273950,14.228963
2125,Wedlock,1991-05-10,1991,0,0,0,2.059349
2132,Totally Blonde,2001-01-01,2001,0,0,0,0.696229
2133,The Perfect Storm,2000-03-15,2000,120000000,325756637,205756637,18.911961
2134,The Time Machine,1960-08-17,1960,750000,0,-750000,12.054356
2135,The Time Machine,2002-03-04,2002,80000000,123729176,43729176,8.918134
2139,Cleopatra Jones and the Casino of Gold,1975-07-11,1975,0,0,0,0.487831
2140,Kiss of the Dragon,2001-07-06,2001,25000000,64437847,39437847,7.637345
2141,James Dean,2001-08-04,2001,0,0,0,1.934817
2142,Cop Land,1997-08-15,1997,15000000,44862187,29862187,9.15931
2143,Carla's Song,1996-09-20,1996,0,0,0,1.826608
2144,One Night at McCool's,2001-04-19,2001,0,0,0,6.059018
2148,The Cotton Club,1984-12-14,1984,58000000,25928721,-32071279,9.508061
2149,Body of Evidence,1993-01-15,1993,30000000,13273595,-16726405,4.655727
2151,Man with the Screaming Brain,2005-04-03,2005,0,0,0,12.809011
2152,Dixie Chicks: Shut Up and Sing,2006-10-27,2006,0,0,0,1.831001
2153,The Driver,1978-06-08,1978,0,0,0,6.163618
2154,The Dark Side of The Moon,1990-05-30,1990,0,0,0,1.576967
2155,Reindeer Games,2000-02-25,2000,42000000,32168970,-9831030,12.11759
2157,Lost in Space,1998-04-03,1998,80000000,136159423,56159423,12.000579
2160,Voyage to the Bottom of the Sea,1961-07-12,1961,1580000,7000000,5420000,3.013584
2161,Fantastic Voyage,1966-08-24,1966,5115000,12000000,6885000,12.53841
2162,Chill Factor,1999-09-01,1999,70000000,11263966,-58736034,3.062626
2163,Breakdown,1997-05-02,1997,36000000,50159144,14159144,7.926621
2164,Stargate,1994-10-27,1994,55000000,196567262,141567262,13.328924
2165,Liberty Stands Still,2002-01-18,2002,11000000,0,-11000000,11.774131
2166,The Revengers' Comedies,1998-06-09,1998,0,0,0,1.537225
2168,2:37,2006-05-26,2006,850000,0,-850000,6.558245
2169,Manta - Der Film,1991-09-18,1991,0,0,0,0.987668
2171,Wet Hot American Summer,2001-07-27,2001,5000000,295206,-4704794,6.386082
2172,Pathfinder,1987-09-01,1987,0,0,0,2.372321
2176,The Glass House,2001-09-14,2001,30000000,23619609,-6380391,6.418936
2179,Tenacious D in The Pick of Destiny,2006-11-22,2006,22000000,13405595,-8594405,7.98193
2180,Heartbreak Hotel,2006-03-24,2006,0,0,0,0.967551
2182,Attack of the Killer Tomatoes!,1978-10-01,1978,90000,0,-90000,3.625313
2185,Big Trouble,2002-04-05,2002,40000000,8493890,-31506110,5.761051
2186,Within the Woods,1978-11-23,1978,1600,0,-1600,1.657273
2189,Tomboy,1985-11-14,1985,0,14100000,14100000,7.313067
2191,Stranded,2001-09-23,2001,0,0,0,1.440453
2192,Temple of the White Elephant,1964-03-28,1964,0,0,0,0.118964
2193,My Tutor,1983-03-04,1983,0,22587000,22587000,4.67546
2195,Beste Zeit,2008-01-31,2008,0,0,0,0.965482
2196,Death at a Funeral,2007-02-09,2007,9000000,46,-8999954,8.832907
2197,Sounds of Sand,2007-05-02,2007,5000000,0,-5000000,0.580717
2199,My Mom's a Werewolf,1989-11-11,1989,0,0,0,0.946475
2200,Jacob the Liar,1974-12-22,1974,0,0,0,2.072612
2202,Lassie Come Home,1943-10-07,1943,0,0,0,2.343313
2204,Alice in the Cities,1974-05-17,1974,0,0,0,2.988528
2207,16 Blocks,2006-03-01,2006,55000000,65664721,10664721,11.887779
2210,Earth Girls Are Easy,1988-09-08,1988,10000000,3916303,-6083697,11.509677
2211,Aimee & Jaguar,1999-02-10,1999,0,0,0,0.841272
2212,Nightwatch,1997-01-31,1997,0,1179002,1179002,6.122067
2232,The Legend of Paul and Paula,1973-03-14,1973,0,0,0,1.116048
2239,Hallam Foe,2007-02-16,2007,8000000,60641,-7939359,8.762536
2241,Sun Alley,1999-10-07,1999,0,0,0,3.767086
2246,Malice,1993-09-29,1993,0,46405336,46405336,9.861672
2251,Unfaithful,2002-05-10,2002,50000000,119137784,69137784,8.96839
2252,Eastern Promises,2007-09-14,2007,51500000,55112356,3612356,9.897909
2253,Valkyrie,2008-12-25,2008,75000000,200276000,125276000,8.635464
2255,Chasing Amy,1997-04-04,1997,250000,12021272,11771272,12.311564
2259,The House of the Spirits,1993-10-19,1993,25000000,0,-25000000,10.687795
2260,Capturing the Friedmans,2003-05-30,2003,0,3117985,3117985,4.453296
2261,Wattstax,1973-02-04,1973,0,0,0,1.832365
2262,Veronika Voss,1982-02-08,1982,0,0,0,1.126574
2263,Music Box,1989-12-22,1989,0,6263883,6263883,5.397405
2264,Lola,1981-08-20,1981,0,0,0,1.900407
2266,"Paris, je t'aime",2006-05-16,2006,13000000,4857367,-8142633,6.980486
2267,The Last Mimzy,2007-02-09,2007,0,27297451,27297451,6.183051
2268,The Golden Compass,2007-12-04,2007,180000000,372234864,192234864,11.481379
2269,Day Watch,2006-01-01,2006,4200000,38862717,34662717,7.42908
2270,Stardust,2007-08-09,2007,70000000,135560026,65560026,14.784525
2274,The Seeker: The Dark Is Rising,2007-10-05,2007,0,0,0,6.627076
2275,The General's Daughter,1999-06-18,1999,60000000,149705852,89705852,14.039655
2277,Bicentennial Man,1999-12-17,1999,100000000,93700000,-6300000,9.369918
2280,Big,1988-06-03,1988,18000000,151668774,133668774,9.562292
2282,À nos amours,1983-11-16,1983,0,0,0,3.609326
2284,Mr. Magorium's Wonder Emporium,2007-11-14,2007,0,69474661,69474661,8.696467
2286,Crusade in Jeans,2006-11-15,2006,0,0,0,11.322545
2287,Rize,2005-01-15,2005,0,0,0,1.355932
2288,Closer,2004-12-01,2004,27000000,115505027,88505027,10.860952
2289,Cold Mountain,2003-12-24,2003,79000000,173013509,94013509,9.645543
2290,Jakob the Liar,1999-09-16,1999,0,0,0,9.217935
2291,Jacob's Ladder,1990-11-02,1990,25000000,25965144,965144,8.176863
2292,Clerks,1994-09-13,1994,27000,3151130,3124130,10.513367
2293,Mallrats,1995-10-20,1995,6000000,2122561,-3877439,8.25547
2294,Jay and Silent Bob Strike Back,2001-08-22,2001,22000000,33788161,11788161,11.619446
2295,Clerks II,2006-05-25,2006,5000000,26888376,21888376,8.466725
2297,Kafka,1991-11-15,1991,11000000,0,-11000000,7.693274
2300,Space Jam,1996-11-15,1996,80000000,250200000,170200000,11.054251
2302,Avalon,1990-10-05,1990,0,0,0,1.949265
2307,A Pyromaniac's Love Story,1995-04-28,1995,0,0,0,0.463307
2309,Inkheart,2008-12-11,2008,60000000,57490374,-2509626,13.570926
2310,Beowulf,2007-11-05,2007,70000000,195735876,125735876,9.951195
2312,In the Name of the King: A Dungeon Siege Tale,2007-11-29,2007,60000000,0,-60000000,6.502566
2313,Prime,2005-09-21,2005,0,0,0,6.916209
2319,The Dust Factory,2004-01-01,2004,0,0,0,1.437667
2320,Executive Decision,1996-03-15,1996,55000000,121969216,66969216,13.106291
2321,Married to the Mob,1988-08-19,1988,10000000,21486757,11486757,5.611184
2322,Sneakers,1992-09-09,1992,0,105232691,105232691,7.207325
2323,Field of Dreams,1989-04-21,1989,0,84431625,84431625,16.759454
2324,Local Color,2006-09-19,2006,3250000,32788,-3217212,1.393391
2325,Leningrad,2009-01-01,2009,0,0,0,4.495038
2330,Taxi,1998-04-04,1998,0,268254,268254,7.668149
2331,Jesus,1999-12-25,1999,20000000,0,-20000000,2.524781
2332,Taxi 2,2000-03-24,2000,0,60726164,60726164,6.411782
2333,Buddenbrooks,2008-12-25,2008,0,0,0,1.246082
2334,Taxi 3,2003-01-29,2003,14500000,65497208,50997208,5.892859
2335,Taxi 4,2007-02-10,2007,0,0,0,10.442485
2348,Holy Matrimony,1994-04-08,1994,0,616938,616938,2.293644
2349,Peas at 5:30,2004-03-04,2004,0,0,0,0.842078
2355,Reign Over Me,2007-03-23,2007,20000000,22222308,2222308,10.027137
2357,10 Items or Less,2006-09-11,2006,0,580527,580527,3.898236
2359,Sicko,2007-05-18,2007,9000000,24538513,15538513,6.766086
2360,Saving Grace,2000-01-24,2000,10000000,26330482,16330482,5.13955
2362,Westworld,1973-10-22,1973,0,0,0,6.529052
2363,Les Cousins,1959-03-11,1959,0,0,0,2.605844
2370,Topaz,1969-12-18,1969,4000000,6000000,2000000,5.757907
2371,Teheran '43,1980-06-06,1980,0,0,0,1.878184
2383,The Bear,1988-10-21,1988,0,138241022,138241022,4.158572
2395,Asterix at the Olympic Games,2008-01-13,2008,97250400,132900000,35649600,9.671944
2397,Fallout,1998-01-01,1998,0,0,0,1.687428
2428,The Greatest Story Ever Told,1965-02-15,1965,20000000,15473333,-4526667,3.961342
2433,The Young Girls of Rochefort,1967-03-08,1967,0,0,0,3.454623
2436,Double Dragon,1994-11-04,1994,3500000,2341309,-1158691,5.190767
2438,The Country Girl,1954-05-17,1954,0,0,0,2.024972
2440,Joint Security Area,2000-09-09,2000,0,0,0,10.187128
2441,Cows,1992-02-26,1992,0,0,0,1.9687
2442,The Final Cut,1996-03-01,1996,0,551281,551281,1.797462
2444,The Red Squirrel,1993-04-21,1993,0,0,0,1.622754
2447,The Nativity Story,2006-12-01,2006,35000000,0,-35000000,4.68645
2453,Harley Davidson and the Marlboro Man,1991-08-23,1991,23000000,7434726,-15565274,7.338188
2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,2008,225000000,419651413,194651413,12.490891
2455,Confidentially Yours,1983-08-10,1983,0,0,0,2.672873
2457,Children of Paradise,1945-03-15,1945,0,0,0,5.353954
2459,An Elephant Can Be Extremely Deceptive,1976-09-22,1976,0,0,0,3.12581
2460,Earth,1996-05-20,1996,0,0,0,1.502487
2462,Hibernatus,1969-09-10,1969,0,0,0,3.793346
2463,Running Out of Time,1999-09-23,1999,0,0,0,4.075709
2469,Tie Me Up! Tie Me Down!,1989-12-12,1989,0,0,0,10.788319
2470,Belle Époque,1992-12-04,1992,0,0,0,3.565278
2486,Eragon,2006-12-14,2006,100000000,249288105,149288105,9.851133
2487,Lady Snowblood,1973-12-01,1973,0,0,0,7.228457
2493,The Princess Bride,1987-09-18,1987,16000000,30857814,14857814,15.15267
2501,The Bourne Identity,2002-06-14,2002,60000000,214034224,154034224,21.040126
2502,The Bourne Supremacy,2004-07-23,2004,75000000,288500217,213500217,20.40426
2503,The Bourne Ultimatum,2007-08-03,2007,70000000,442824138,372824138,18.173269
2516,Our Mother's House,1967-10-09,1967,0,0,0,1.385444
2517,Nobody Knows,2004-08-07,2004,0,0,0,5.196429
2525,The Bible: In the Beginning...,1966-09-28,1966,18000000,0,-18000000,4.309564
2527,This Man Must Die,1969-09-04,1969,0,0,0,2.043639
2528,Madame Bovary,1991-04-03,1991,0,1942423,1942423,1.233405
2539,Spanglish,2004-12-17,2004,80000000,55041367,-24958633,11.202764
2546,Zazie dans le métro,1960-10-28,1960,0,0,0,3.297004
2565,Joe Versus the Volcano,1990-03-09,1990,0,39404261,39404261,9.019396
2566,Time to Leave,2005-05-16,2005,0,0,0,3.333665
2567,The Aviator,2004-12-17,2004,116000000,102000000,-14000000,9.86738
2574,The Lovers,1958-09-05,1958,0,0,0,2.461408
2575,The Tailor of Panama,2001-02-11,2001,21000000,28008462,7008462,6.226933
2576,The Diary of Anne Frank,1959-03-18,1959,3000000,0,-3000000,5.733434
2577,Code 46,2003-09-02,2003,7500000,0,-7500000,6.101401
2587,"Brother Sun, Sister Moon",1972-03-03,1972,3000000,0,-3000000,1.763243
2588,Chaotic Ana,2007-08-24,2007,6500000,0,-6500000,4.502465
2593,The Fire Within,1963-10-14,1963,0,0,0,2.441347
2594,Monsieur Batignole,2002-03-06,2002,0,0,0,3.590903
2604,Born on the Fourth of July,1989-12-20,1989,14000000,161001698,147001698,13.617646
2605,Short Circuit,1986-05-09,1986,0,40697761,40697761,12.171218
2608,Maid to Order,1987-07-10,1987,0,9868521,9868521,1.542276
2609,"Planes, Trains and Automobiles",1987-11-26,1987,0,49230280,49230280,9.420183
2610,Shopgirl,2005-10-21,2005,10284523,11588205,1303682,4.349046
2611,Only the Lonely,1991-05-24,1991,0,21830957,21830957,10.313689
2612,Mr. Destiny,1990-10-12,1990,20000000,15379253,-4620747,4.414928
2613,Prelude to a Kiss,1992-07-10,1992,0,22697691,22697691,4.582718
2614,Innerspace,1987-06-30,1987,0,25893810,25893810,10.134408
2616,Uncle Buck,1989-08-16,1989,15000000,79258538,64258538,8.13754
2617,The Great Outdoors,1988-06-17,1988,24000000,43455230,19455230,11.666172
2619,Splash,1984-03-09,1984,8000000,69821334,61821334,8.441602
2620,Armed and Dangerous,1986-08-15,1986,12000000,15945534,3945534,5.037671
2621,Return to Me,2000-04-07,2000,24000000,36609995,12609995,5.269733
2623,An Officer and a Gentleman,1982-07-28,1982,0,129795554,129795554,7.936216
2625,Mr. Jones,1993-10-08,1993,0,0,0,6.579753
2636,The Specialist,1994-10-07,1994,45000000,170362582,125362582,10.388183
2637,The Mothman Prophecies,2002-01-25,2002,32000000,55157539,23157539,8.50563
2639,Deconstructing Harry,1997-08-26,1997,20000000,10686841,-9313159,6.280515
2640,Heathers,1988-10-01,1988,0,1108462,1108462,13.311827
2642,Two Weeks Notice,2002-12-19,2002,60000000,93354918,33354918,7.738531
2648,Aces Go Places V: The Terracotta Hit,1989-01-01,1989,0,0,0,0.852792
2649,The Game,1997-09-12,1997,50000000,109423648,59423648,14.825587
2652,Hard Candy,2005-01-14,2005,950000,7022209,6072209,9.62025
2654,In the Mouth of Madness,1994-12-12,1994,8000000,8946600,946600,8.497643
2655,What Lies Beneath,2000-07-21,2000,100000000,155464351,55464351,9.500497
2657,Pleasantville,1998-09-17,1998,0,0,0,11.0874
2661,Batman,1966-07-30,1966,1377800,0,-1377800,8.991532
2662,House of 1000 Corpses,2003-04-11,2003,7000000,16829545,9829545,11.00913
2665,Airplane II: The Sequel,1982-12-10,1982,0,27150534,27150534,7.181664
2666,Dark City,1998-02-27,1998,27000000,27200316,200316,12.851984
2667,The Blair Witch Project,1999-07-14,1999,60000,248000000,247940000,14.838386
2668,Sleepy Hollow,1999-11-18,1999,100000000,206071502,106071502,11.072361
2669,The Bounty,1984-05-04,1984,25000000,8613462,-16386538,7.492912
2671,Ringu,1998-01-31,1998,1200000,8690429,7490429,6.486126
2675,Signs,2002-08-02,2002,72000000,408247917,336247917,11.211568
2687,Memoirs of an Invisible Man,1992-02-28,1992,40000000,14358033,-25641967,6.064099
2690,Irma la Douce,1963-06-04,1963,0,0,0,5.967967
2692,The Red Elvis,2007-02-13,2007,0,0,0,0.123453
2694,Tuya's Marriage,2006-09-21,2006,0,0,0,1.819151
2698,Evan Almighty,2007-06-09,2007,175000000,173000000,-2000000,9.156877
2699,Titanic,1996-11-17,1996,13000000,0,-13000000,3.435807
2701,Abraham,1994-04-03,1994,10000000,0,-10000000,1.888149
2721,Z,1969-02-26,1969,0,83305,83305,11.943621
2722,The Other Side of the Bed,2002-04-27,2002,0,0,0,1.99771
2728,Postal,2007-08-11,2007,0,0,0,13.441185
2731,Indochine,1992-04-15,1992,0,0,0,10.762325
2734,David,1997-03-23,1997,15000000,0,-15000000,2.404939
2742,Naked Lunch,1991-12-27,1991,16000000,0,-16000000,7.919299
2748,Journey to Italy,1954-09-07,1954,0,0,0,4.092146
2749,15 Minutes,2001-03-01,2001,60000000,56359980,-3640020,12.149946
2750,24 Hour Party People,2002-02-13,2002,0,0,0,12.655728
2752,40 Days and 40 Nights,2002-03-01,2002,17000000,0,-17000000,8.628928
2753,The Assault,1986-02-06,1986,0,203781,203781,1.899468
2754,Abel,1986-02-27,1986,0,0,0,2.385264
2755,About Schmidt,2002-12-13,2002,30000000,105834556,75834556,11.066473
2756,The Abyss,1989-08-09,1989,70000000,90000098,20000098,9.809585
2757,Adaptation.,2002-12-06,2002,19000000,32801173,13801173,11.624481
2758,Addams Family Values,1993-11-19,1993,0,48919043,48919043,17.555909
2759,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,1994,0,11220670,11220670,8.328596
2760,The Lodger: A Story of the London Fog,1927-02-14,1927,12000,0,-12000,9.299853
2761,Secret Agent,1936-06-12,1936,0,0,0,4.119907
2762,Young and Innocent,1937-11-01,1937,0,0,0,3.824884
2764,All Stars,1997-05-01,1997,0,0,0,0.508677
2767,Les Amants du Pont-Neuf,1991-10-16,1991,28000000,0,-28000000,3.62449
2768,American Gigolo,1980-02-08,1980,4800000,22743674,17943674,11.53267
2769,An American in Paris,1951-08-08,1951,2723903,4500000,1776097,5.565203
2770,American Pie 2,2001-08-10,2001,30000000,287553595,257553595,10.25103
2771,American Splendor,2003-08-15,2003,0,6003587,6003587,7.05435
2777,Birdcage Inn,1998-10-31,1998,0,0,0,2.155611
2778,Clifford,1994-04-01,1994,19000000,7411659,-11588341,2.459293
2779,The Curse of the Jade Scorpion,2001-08-05,2001,0,0,0,5.739829
2786,Pierrot le Fou,1965-08-29,1965,300000,0,-300000,5.606909
2787,Pitch Black,2000-02-18,2000,23000000,53187659,30187659,6.424399
2788,Reality Bites,1994-02-18,1994,11500000,20079850,8579850,6.514592
2789,The Chronicles of Riddick,2004-06-11,2004,105000000,115772733,10772733,5.060352
2791,The Chronicles of Riddick: Dark Fury,2004-06-15,2004,0,0,0,1.628881
2798,Oscar,1967-10-10,1967,0,0,0,4.51157
2800,Rumor Has It...,2005-12-23,2005,70000000,88933562,18933562,6.158212
2805,Tears of the Black Tiger,2000-10-05,2000,0,0,0,1.078123
2813,Violette,1978-05-24,1978,0,0,0,2.199067
2817,Same Old Song,1997-11-12,1997,0,0,0,7.272304
2830,My Boss's Daughter,2003-08-21,2003,14000000,0,-14000000,13.49615
2832,Identity,2003-04-25,2003,30000000,90259536,60259536,17.955897
2841,A Very Long Engagement,2004-10-26,2004,47000000,0,-47000000,10.896295
2860,Claire's Knee,1970-12-11,1970,0,0,0,3.534856
2861,A Good Marriage,1982-05-19,1982,0,0,0,0.816074
2882,Hunting and Gathering,2007-02-10,2007,0,0,0,6.532872
2887,And the Band Played On,1993-09-11,1993,0,0,0,2.643288
2890,"André Hazes, Zij Gelooft in Mij",2000-01-27,2000,0,0,0,0.113732
2891,An Angel at My Table,1990-09-05,1990,0,0,0,2.649447
2892,Angel Baby,1995-09-09,1995,0,0,0,0.775616
2894,The Lady and the Duke,2001-09-07,2001,0,0,0,0.765716
2895,The Apostle,1997-10-09,1997,5000000,0,-5000000,9.21174
